TopTurnier urls,base url,crawl date
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/l66-4/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://berlin-dance-festival.de/files/bdf/results/2023/5-0104_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-22.Deutsche.Meisterschaft.Junioren.II.B.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen3slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas1skombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/om-jun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltvb.de/wp-content/uploads/results/13347/0-rl_mas3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen2kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2022/71-0307_wdsfopenstdsen1/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas4sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/53-1305_wdsfintopenstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_hrgskombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/67-1405_wdsfopenstdyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjun2bkombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_hgr2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.Open.Senior.III.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/8-0304_rl_jun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2022/47-1505_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/ls66_230409/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/duesseldorf-hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_hgrskombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_hgr2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.gruen-weiss-aachen.de/files/ergebnisse/2023/2023-06-3le/2-1706_rl_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen3kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://hatv.de/wrapper/2023/RL_Glinde_2023/2-2201_rl_mas3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/05-18.WDSF.Open.Senior.II.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/62-0406_wdsfopenlatyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dc_under21lat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/om-jun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/l66-2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://berlin-dance-festival.de/files/bdf/results/2023/8-0104_wdsfopenlatyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/g55-4/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmsen1kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2023/33-0107_wdsfopenstdsen3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_sen3kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/6-0304_rl_jugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmjun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/01-19.DTV-Ranglistenturnier.Senioren.III.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/om-jugastd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.gruen-weiss-aachen.de/files/ergebnisse/3le-2022/19-1806_rl_hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dc_hgralat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2023-06-02.Dance.Sport.Festival/48-0406_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.tnw.de/vereine/912/2023-02-25/0-2502_rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas1slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dc_under21std/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/43-1305_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmhgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.GrandSlam.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2022/52-1505_wdsfintopenlat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/duesseldorf-sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/01-18.DTV-Ranglistenturnier.Senioren.II.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.tnw.de/vereine/912/2023-02-25/1-2502_rl_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/1010_rl_sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_sen1kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/ht-hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jugalat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-22.Deutschlandpokal.Junioren.I.B.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/94-0506_wdsfopenstdyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/l66-5/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jugakombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-Junior.II.Open.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_kinclat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dc_hgralat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_hgr2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/glinde-sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2023/4-3006_wdsfopenstdsen2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2023-06-02.Dance.Sport.Festival/59-0406_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://berlin-dance-festival.de/files/bdf/results/2023/11-0204_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_kinclat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.Open.Youth.Latin/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jun2kombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2023-06-02.Dance.Sport.Festival/49-0406_wdsfopenstdyouth/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/0910_rl_hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-15.DTV-Ranglistenturnier.Hauptgruppe.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_sen3skombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/59-0406_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltvb.de/wp-content/uploads/results/13347/1-rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_sen3slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_jun1bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas3slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_sen2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/duesseldorf-sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/l66-2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpu21std/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/0-0104_rl_sen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/72-1405_wdsfopenstdsen2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmhgrkombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/l66-3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jun1blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.tnw.de/vereine/912/2023-02-25/3-2602_rl_mas1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_sen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2022/68-0307_wdsfworldopenstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.GrandSlam.Latin/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://hatv.de/wrapper/2023/RL_Glinde_2023/0-2101_rl_mas2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/ls66_230617/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/5-0204_rl_sen2sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dc_under21lat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/11-23.Deutschlandpokal.Hauptgruppe.II.S.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://berlin-dance-festival.de/files/bdf/results/2023/7-0104_wdsfopenstdsen2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2023/48-0107_wdsfworldopenlat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/l66-5/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_sen2skombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/54-1305_wdsfopenstdsen3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/GOC-WDSF.Open.Youth.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/nuernberg-hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpjun1blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/2-0204_rl_jugastd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2022/0-0107_wdsfopenstdsen2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/glinde-hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/05-18.WDSF.Open.Youth.Latin/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_kincstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jun2bstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dmsen1slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.dancecomp.de/2023/79-0207_wdsfopenstdsen1/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltv-berlin.de/files/ltv/ergebnisse/2022/01-03_04_bdf/1-0204_rl_sen1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/48-1305_wdsfopenstdsen1/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltvb.de/wp-content/uploads/results/11280/1-rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://berlin-dance-festival.de/files/bdf/results/2023/3-3103_wdsfopenstdsen1/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://hatv.de/wrapper/2023/RL_Glinde_2023/1-2101_rl_hgrslat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/05-19.WDSF.Open.Senior.III.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_mas3skombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ergebnisse.ggcbremen.de/2022-06-03.DSF/97-0506_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/01-18.DTV-Ranglistenturnier.Hauptgruppe.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://hatv.de/wrapper/2023/RL_Glinde_2023/3-2201_rl_mas1sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/1010_rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_sen1slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dp_kincstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2022/29-1405_wdsfopenstdjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/dm_jun2bkombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jugastd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_jun1blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dchgralat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.hessen-tanzt.de/media/ht2023/61-1405_wdsfopenlatjun2/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/01-19.DTV-Ranglistenturnier.Senioren.I.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpsen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2023/gl55_230408/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_jugastd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://turniere.faszination-tanzen.de/LM_Latein_Coswig_2023/24-2801_rl_hgrsstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/dpu21lat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dp_sen2slat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/dm_hgrkombi/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/05-19.WDSF.Open.Youth.Standard/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/10-04.Deutschlandpokal.Hauptgruppe.II.S.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2021/g55-3/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2022/dm_jun2blat/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2020/02-23.Deutsche.Meisterschaft.Jugend.A.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://ltvb.de/wp-content/uploads/results/11280/0-rl_sen3sstd/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
https://www.tanzsport.de/files/tanzsport/ergebnisse/2019/11-23.Deutschlandpokal.Hauptgruppe.II.S.Latein/index.htm,https://www.tanzsport.de/de/sportwelt/ergebnisse,2023-07-20
